,binWidth_1_NDI_male_P45_nrxn,binWidth_1_NDI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
original_glrlm_GrayLevelNonUniformityNormalized,0.5732229954321948,0.8549835936227097,-0.5768002502633438,0.3426387415743936,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_Idn,0.5667195578306519,0.836626290683489,-0.5619483432979209,0.38505260866914426,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_Imc1,0.5370876495342451,0.9994980818335355,-0.8960462515145436,0.09117381949503815,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_Imc2,0.3606317086173034,0.016069770550006555,4.488105016654654,0.14353926485484791,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_InverseVariance,0.4332804421693507,0.16337370931660072,1.4071252778184498,0.38505260866938995,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_JointAverage,0.42504293382319247,0.1491642386555668,1.5107068775664094,0.35601728175207586,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_JointEnergy,0.5709317023910998,0.8439875474426003,-0.5639035391845578,0.3699205449176236,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_JointEntropy,0.4352435571961819,0.15958774152163868,1.4474731046800875,0.37219022643930116,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glszm_GrayLevelNonUniformity,0.0,0.19999999999999996,-inf,0.4070838220655887,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_MaximumProbability,0.571025570277385,0.8440540412793893,-0.5637800213763783,0.3698532651155892,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_SumAverage,0.4250429338231072,0.1491642386555668,1.5107068775661197,0.3560172817521806,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_SumEntropy,0.4354268807229453,0.15923419271838732,1.4512803115586237,0.37100072293800407,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_SumSquares,0.42511779042555226,0.1492198776913049,1.510422903591047,0.3560782865915418,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_GrayLevelNonUniformity,0.6311649847975218,0.9665366962231019,-0.6148073368320423,0.1352996541404805,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_ShortRunLowGrayLevelEmphasis,0.433147909119433,0.13296304007376705,1.7038344797123455,0.30408748597347124,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_GrayLevelVariance,0.4267770045678061,0.1450164063772914,1.5572663152831603,0.3426387415743954,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_HighGrayLevelRunEmphasis,0.42628202596183584,0.14460793922776388,1.5596614648991425,0.34211900617852364,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_LongRunEmphasis,0.567319770930041,0.8425857786501808,-0.5706614235883786,0.3693418298988873,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_LongRunHighGrayLevelEmphasis,0.5667789033283057,0.8418371704878197,-0.5707551526673876,0.37073833566346037,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_LongRunLowGrayLevelEmphasis,0.5674519597643002,0.8427687395818125,-0.5706385423101337,0.36900054741144794,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_LowGrayLevelRunEmphasis,0.5737179740381606,0.8553920607722375,-0.5762441000996844,0.34211900617851565,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_RunEntropy,0.4328496769660557,0.1459262021111954,1.5686271299001364,0.3380802376343817,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_RunLengthNonUniformity,0.6612103958334359,0.9477719054645604,-0.519430488723161,0.22505575780192305,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_RunLengthNonUniformityNormalized,0.581567764657331,0.857222177853177,-0.5597218703031491,0.3466264843039269,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_RunPercentage,0.43359375000000355,0.16249999999999715,1.4159042430964135,0.3822385549889369,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_RunVariance,0.44136818456633176,0.13269366351568337,1.733883158898053,0.29534929321444653,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_Idmn,0.5667195578306519,0.836626290683489,-0.5619483432979209,0.38505260866914426,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glrlm_ShortRunEmphasis,0.43360999641342524,0.14563213397110458,1.5740692931542497,0.3364460691857872,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_Idm,0.5667195578306234,0.8366262906833754,-0.5619483432977972,0.38505260866942403,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_DifferenceVariance,0.43340006971028444,0.16346058135102212,1.4067566148709971,0.3851434731495393,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_LowGrayLevelEmphasis,0.5833333333333144,0.8666666666666515,-0.5711567011961473,0.32315817521247486,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.5623017729943314,0.8328081942494692,-0.5666396679669513,0.39010521056379427,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_firstorder_Entropy,0.42546914099123545,0.14037531279298834,1.5997652606111148,0.331703381010305,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.5598576588060666,0.8295304865094749,-0.5672349280794146,0.3961179059610511,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_LargeDependenceEmphasis,0.5618212197159522,0.8321637426900566,-0.5667563162527456,0.3912881821163024,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_HighGrayLevelEmphasis,0.4166666666666572,0.13333333333332575,1.6438561897747739,0.3231581752124476,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_GrayLevelVariance,0.4167364016736401,0.13338912133891212,1.6434941129649716,0.3232249471508456,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_GrayLevelNonUniformity,0.5832635983263401,0.8666108786610721,-0.5712363091443483,0.3232249471508644,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_firstorder_Median,0.5887164485034673,0.3415740015349428,0.7853747662766815,0.3736390048985835,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_firstorder_Minimum,0.4760115299828691,0.7806770706703484,-0.7137293777716185,0.14390680772105285,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_gldm_DependenceVariance,0.41492745612224446,0.140619953210539,1.5610578052380077,0.3450668822513173,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glszm_ZoneVariance,0.4995815900314701,0.1779266392138176,1.4894377861145194,0.3536915179740152,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glszm_ZoneEntropy,0.5,0.18365916681089792,1.444897189111414,0.36709247374423043,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glszm_SizeZoneNonUniformityNormalized,0.5,0.8222222222222222,-0.717600269299275,0.3529809516464371,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glszm_SizeZoneNonUniformity,0.0,0.19999999999999996,-inf,0.4070838220655887,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_firstorder_Uniformity,0.5832635983263543,0.8666108786610834,-0.5712363091443319,0.32322494715085087,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glszm_GrayLevelVariance,0.5,0.17777777777777776,1.491853096329675,0.3529809516464372,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_Autocorrelation,0.42143913023545565,0.14294777862967295,1.5598360722340352,0.34340445857281476,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
original_glcm_ClusterProminence,0.3926554029695417,0.09279159834537269,2.0811976587821586,0.2480651229235209,0.628480286697751,l_amygdala,male_P45_nrxn,male_P45_control
